File ,Date/time ,ROI Ch,H/V,R1090,R1090_C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
imatest_noise0.1_blur0.0.png,2022-06-21 00:10:55,1 Y,Horiz (V-edge), 0.89,  NaN,  0.8, -4.1,0.6147,0.6147,0.6438,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.78102,,,, ,  4.909, 0.3917, 0.7297,  1.0
imatest_noise0.2_blur0.0.png,2022-06-21 00:10:56,1 Y,Horiz (V-edge), 0.88,  NaN,  2.2, -6.4,0.5785,0.5785,0.5849,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.80598,,,, ,  4.928, 0.3968, 0.7293,  1.8
imatest_noise0.3_blur0.0.png,2022-06-21 00:10:56,1 Y,Horiz (V-edge), 0.85,  NaN,  5.0,  4.5,0.7379,0.7132,0.7012,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.88801,,,, ,  4.797, 0.4008, 0.7333,  2.3
imatest_noise0.4_blur0.0.png,2022-06-21 00:10:57,1 Y,Horiz (V-edge), 0.82,  NaN,  4.4,  3.3,0.6467,0.6348,0.7713,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.09,MTF30,1.0232,,,, ,  5.537, 0.4118, 0.7326,  3.1
imatest_noise0.5_blur0.0.png,2022-06-21 00:10:58,1 Y,Horiz (V-edge), 0.82,  NaN, 11.9, 15.5,0.6995,0.6681,0.9191,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.83899,,,, ,  5.959, 0.4286, 0.7370,  6.5
imatest_noise0.6_blur0.0.png,2022-06-21 00:10:59,1 Y,Horiz (V-edge), 0.96,  NaN, 14.1,  3.3,0.5496,0.5425,0.6601,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.48,MTF30,0.66356,,,, ,  5.730, 0.4391, 0.7406,  8.8
imatest_noise0.7_blur0.0.png,2022-06-21 00:10:59,1 Y,Horiz (V-edge), 0.97,  NaN, 16.8,  2.1,0.4839,0.4822,0.3969,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.40,MTF30,0.52544,,,, ,  5.612, 0.4529, 0.7487, 14.0
imatest_noise0.8_blur0.0.png,2022-06-21 00:11:00,1 Y,Horiz (V-edge), 1.13,  NaN, 29.1, 14.5,0.5149,0.4792,0.5321,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.58461,,,, ,  5.034, 0.4661, 0.7446, 17.7
imatest_noise0.9_blur0.0.png,2022-06-21 00:11:00,1 Y,Horiz (V-edge), 1.08,  NaN, 25.9,-22.6,0.4439,0.4345,0.4061,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.5326,,,, ,  3.257, 0.4811, 0.7408, 16.3
imatest_noise1.0_blur0.0.png,2022-06-21 00:11:01,1 Y,Horiz (V-edge), 0.91,  NaN, 19.8, 25.4,0.5370,0.5058,0.6541,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.30,MTF30,0.56989,,,, ,  3.581, 0.4938, 0.7436, 17.0
imatest_noise0.0_blur0.5.png,2022-06-21 00:11:01,1 Y,Horiz (V-edge), 1.65,  NaN,  0.0,-15.1,0.3139,0.3139,0.2488,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.4402,,,, ,  4.673, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur0.5.png,2022-06-21 00:11:02,1 Y,Horiz (V-edge), 1.77,  NaN,  1.3,-14.5,0.2950,0.2950,0.2439,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.44351,,,, ,  4.766, 0.3928, 0.7307,  0.7
imatest_noise0.2_blur0.5.png,2022-06-21 00:11:02,1 Y,Horiz (V-edge), 1.81,  NaN,  3.1,-13.8,0.2775,0.2775,0.2612,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.46865,,,, ,  4.673, 0.3975, 0.7306,  1.6
imatest_noise0.3_blur0.5.png,2022-06-21 00:11:03,1 Y,Horiz (V-edge), 1.74,  NaN,  5.1,-18.7,0.3048,0.3048,0.1755,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.40765,,,, ,  4.903, 0.4014, 0.7319,  2.8
imatest_noise0.4_blur0.5.png,2022-06-21 00:11:03,1 Y,Horiz (V-edge), 1.73,  NaN,  6.1,-14.6,0.2977,0.2977,0.2338,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.48253,,,, ,  5.283, 0.4068, 0.7346,  3.3
imatest_noise0.5_blur0.5.png,2022-06-21 00:11:04,1 Y,Horiz (V-edge), 1.69,  NaN,  6.4,-17.4,0.3689,0.3689,0.1835,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.43853,,,, ,  5.394, 0.4159, 0.7367,  5.0
imatest_noise0.6_blur0.5.png,2022-06-21 00:11:04,1 Y,Horiz (V-edge), 1.93,  NaN,  8.3, -6.5,0.2807,0.2807,0.1947,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.29,MTF30,0.41596,,,, ,  5.351, 0.4266, 0.7466,  5.8
imatest_noise0.7_blur0.5.png,2022-06-21 00:11:05,1 Y,Horiz (V-edge), 1.57,  NaN, 12.0, -3.8,0.3781,0.3677,0.4542,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.12,MTF30,0.56046,,,, ,  6.040, 0.4345, 0.7487,  8.2
imatest_noise0.8_blur0.5.png,2022-06-21 00:11:05,1 Y,Horiz (V-edge), 2.12,  NaN, 14.0, -6.0,0.3583,0.3494,0.4355,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.39852,,,, ,  4.965, 0.4408, 0.7501, 10.3
imatest_noise0.9_blur0.5.png,2022-06-21 00:11:06,1 Y,Horiz (V-edge), 2.14,  NaN, 26.2,-10.9,0.2552,0.2552,0.1847,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.32522,,,, ,  4.199, 0.4582, 0.7513, 21.9
imatest_noise1.0_blur0.5.png,2022-06-21 00:11:06,1 Y,Horiz (V-edge), 2.48,  NaN, 26.9, 15.0,0.1758,0.1630,0.8304,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.46,MTF30,0.34831,,,, ,  3.713, 0.4644, 0.7672, 21.3
imatest_noise0.0_blur1.0.png,2022-06-21 00:11:07,1 Y,Horiz (V-edge), 2.73,  NaN,  0.0,-22.1,0.1821,0.1821,0.0120,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.24045,,,, ,  4.505, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur1.0.png,2022-06-21 00:11:07,1 Y,Horiz (V-edge), 2.69,  NaN,  0.7,-21.8,0.1863,0.1863,0.0251,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.23944,,,, ,  4.193, 0.3923, 0.7304,  0.5
imatest_noise0.2_blur1.0.png,2022-06-21 00:11:08,1 Y,Horiz (V-edge), 2.73,  NaN,  1.7,-19.4,0.1834,0.1834,0.0060,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.22656,,,, ,  4.255, 0.3984, 0.7315,  1.3
imatest_noise0.3_blur1.0.png,2022-06-21 00:11:08,1 Y,Horiz (V-edge), 2.78,  NaN,  2.4,-20.7,0.1788,0.1788,0.0371,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.22298,,,, ,  4.586, 0.4053, 0.7327,  3.4
imatest_noise0.4_blur1.0.png,2022-06-21 00:11:09,1 Y,Horiz (V-edge), 2.85,  NaN,  6.9,-24.2,0.1836,0.1836,0.0368,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.23628,,,, ,  4.536, 0.4159, 0.7364,  4.5
imatest_noise0.5_blur1.0.png,2022-06-21 00:11:09,1 Y,Horiz (V-edge), 2.86,  NaN,  8.8,-18.6,0.1865,0.1865,0.0859,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.22376,,,, ,  4.878, 0.4236, 0.7380,  4.4
imatest_noise0.6_blur1.0.png,2022-06-21 00:11:10,1 Y,Horiz (V-edge), 3.20,  NaN, 10.2,-15.2,0.1825,0.1825,0.1293,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.21005,,,, ,  4.449, 0.4287, 0.7430,  6.0
imatest_noise0.7_blur1.0.png,2022-06-21 00:11:10,1 Y,Horiz (V-edge), 2.53,  NaN, 17.6,-23.5,0.1855,0.1855,0.5066,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.89,MTF30,0.21229,,,, ,  3.525, 0.4335, 0.7464, 21.0
imatest_noise0.8_blur1.0.png,2022-06-21 00:11:11,1 Y,Horiz (V-edge), 2.56,  NaN, 18.5, -9.5,0.1827,0.1825,0.5910,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.69,MTF30,0.2014,,,, ,  4.517, 0.4469, 0.7463, 13.7
imatest_noise0.9_blur1.0.png,2022-06-21 00:11:11,1 Y,Horiz (V-edge), 2.78,  NaN, 25.8,-16.7,0.1920,0.1908,0.3176,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.63,MTF30,0.23619,,,, ,  2.575, 0.0000, 0.4550, 11.3
imatest_noise1.0_blur1.0.png,2022-06-21 00:11:12,1 Y,Horiz (V-edge), 2.27,  NaN, 19.5, -1.3,0.1655,0.1595,1.0589,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.19667,,,, ,  2.300, 0.0000, 0.4714, 16.9
imatest_noise0.0_blur1.5.png,2022-06-21 00:11:12,1 Y,Horiz (V-edge), 3.94,  NaN,  0.0,-22.9,0.1295,0.1295,0.0108,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.17202,,,, ,  4.218, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur1.5.png,2022-06-21 00:11:13,1 Y,Horiz (V-edge), 3.93,  NaN,  1.0,-23.0,0.1312,0.1312,0.0134,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.17336,,,, ,  3.844, 0.3922, 0.7301,  1.0
imatest_noise0.2_blur1.5.png,2022-06-21 00:11:14,1 Y,Horiz (V-edge), 3.91,  NaN,  3.6,-21.0,0.1301,0.1301,0.0333,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.16981,,,, ,  4.037, 0.3978, 0.7301,  1.2
imatest_noise0.3_blur1.5.png,2022-06-21 00:11:14,1 Y,Horiz (V-edge), 4.04,  NaN,  3.6,-20.9,0.1298,0.1298,0.1441,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.18,MTF30,0.1668,,,, ,  4.511, 0.4002, 0.7310,  3.3
imatest_noise0.4_blur1.5.png,2022-06-21 00:11:15,1 Y,Horiz (V-edge), 3.86,  NaN,  8.3,-22.8,0.1247,0.1247,0.1498,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.25,MTF30,0.17146,,,, ,  3.450, 0.4064, 0.7309,  4.5
imatest_noise0.5_blur1.5.png,2022-06-21 00:11:15,1 Y,Horiz (V-edge), 3.89,  NaN, 10.1,-28.8,0.1282,0.1282,0.2975,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.17507,,,, ,  4.561, 0.4159, 0.7358, 10.1
imatest_noise0.6_blur1.5.png,2022-06-21 00:11:16,1 Y,Horiz (V-edge), 3.58,  NaN, 12.7,-23.3,0.1292,0.1292,0.3171,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.58,MTF30,0.198,,,, ,  5.121, 0.4297, 0.7420,  8.7
imatest_noise0.7_blur1.5.png,2022-06-21 00:11:16,1 Y,Horiz (V-edge), 3.79,  NaN, 14.5,-16.1,0.1488,0.1488,0.6349,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.43,MTF30,0.17952,,,, ,  4.449, 0.4407, 0.7494,  7.3
imatest_noise0.8_blur1.5.png,2022-06-21 00:11:17,1 Y,Horiz (V-edge), 2.59,  NaN, 18.1,-26.6,0.1364,0.1364,0.7864,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.19166,,,, ,  4.006, 0.4464, 0.7645,  8.0
imatest_noise0.9_blur1.5.png,2022-06-21 00:11:17,1 Y,Horiz (V-edge), 3.38,  NaN, 15.0,-21.5,0.1267,0.1267,0.6651,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.87,MTF30,0.17898,,,, ,  5.090, 0.4682, 0.7552,  6.8
imatest_noise1.0_blur1.5.png,2022-06-21 00:11:18,1 Y,Horiz (V-edge), 4.55,  NaN, 27.7,-19.6,0.1159,0.6903,1.2656,,, , ,6.8% left of ctr, ,,0.500,  NaN, 3.94,MTF30,0.1622,,,, ,  3.937, 0.4897, 0.7652, -0.0
imatest_noise0.0_blur2.0.png,2022-06-21 00:11:18,1 Y,Horiz (V-edge), 5.16,  NaN,  0.0,-23.4,0.1027,0.1027,0.0036,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.13447,,,, ,  3.912, 0.3886, 0.7294,  0.0
imatest_noise0.1_blur2.0.png,2022-06-21 00:11:19,1 Y,Horiz (V-edge), 5.14,  NaN,  1.3,-23.7,0.1027,0.1027,0.0543,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.13547,,,, ,  4.635, 0.3931, 0.7304,  0.6
imatest_noise0.2_blur2.0.png,2022-06-21 00:11:19,1 Y,Horiz (V-edge), 4.88,  NaN,  1.9,-23.7,0.1039,0.1039,0.1080,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.13635,,,, ,  3.931, 0.3978, 0.7309,  2.2
imatest_noise0.3_blur2.0.png,2022-06-21 00:11:20,1 Y,Horiz (V-edge), 4.56,  NaN,  3.0,-24.7,0.1070,0.1070,0.1319,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.14774,,,, ,  4.112, 0.4054, 0.7314,  2.2
imatest_noise0.4_blur2.0.png,2022-06-21 00:11:20,1 Y,Horiz (V-edge), 4.52,  NaN,  5.7,-23.4,0.1125,0.1125,0.2681,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.14888,,,, ,  4.891, 0.4150, 0.7342,  4.5
imatest_noise0.5_blur2.0.png,2022-06-21 00:11:21,1 Y,Horiz (V-edge), 4.68,  NaN, 12.4,-26.0,0.1062,0.1062,0.2289,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.14694,,,, ,  4.841, 0.4200, 0.7343,  4.7
imatest_noise0.6_blur2.0.png,2022-06-21 00:11:21,1 Y,Horiz (V-edge), 4.43,  NaN, 17.8,-24.4,0.0994,0.0994,0.2654,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.51,MTF30,0.13969,,,, ,  4.611, 0.4264, 0.7361,  7.9
imatest_noise0.7_blur2.0.png,2022-06-21 00:11:22,1 Y,Horiz (V-edge), 4.86,  NaN, 16.9,-22.7,0.0988,0.0988,0.1701,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.64,MTF30,0.13475,,,, ,  4.853, 0.4414, 0.7391,  7.6
imatest_noise0.8_blur2.0.png,2022-06-21 00:11:22,1 Y,Horiz (V-edge), 5.08,  NaN, 25.4,-25.5,0.0927,0.0927,0.2929,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.70,MTF30,0.1345,,,, ,  4.959, 0.4574, 0.7480,  8.5
imatest_noise0.9_blur2.0.png,2022-06-21 00:11:23,1 Y,Horiz (V-edge), 4.37,  NaN, 14.5,-22.2,0.0955,0.0955,0.9687,,, , ,7% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.12926,,,, ,  3.025, 0.4726, 0.7545,  6.6
imatest_noise1.0_blur2.0.png,2022-06-21 00:11:23,1 Y,Horiz (V-edge), 5.88,  NaN, 16.4,-20.3,0.0846,0.0846,0.5685,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.1134,,,, ,  3.531, 0.0000, 0.4794, 16.9
imatest_noise0.0_blur2.5.png,2022-06-21 00:11:24,1 Y,Horiz (V-edge), 6.34,  NaN,  0.3,-22.4,0.0855,0.0855,0.0041,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.11605,,,, ,  3.887, 0.3904, 0.7294,  0.3
imatest_noise0.1_blur2.5.png,2022-06-21 00:11:24,1 Y,Horiz (V-edge), 6.36,  NaN,  1.8,-22.5,0.0860,0.0860,0.0428,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.01,MTF30,0.11588,,,, ,  3.232, 0.3945, 0.7294,  0.7
imatest_noise0.2_blur2.5.png,2022-06-21 00:11:25,1 Y,Horiz (V-edge), 6.60,  NaN,  3.8,-22.2,0.0868,0.0868,0.0237,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.11531,,,, ,  4.330, 0.3989, 0.7285,  1.4
imatest_noise0.3_blur2.5.png,2022-06-21 00:11:25,1 Y,Horiz (V-edge), 6.73,  NaN,  5.2,-22.5,0.0850,0.0850,0.0900,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.11417,,,, ,  3.769, 0.4057, 0.7323,  1.6
imatest_noise0.4_blur2.5.png,2022-06-21 00:11:26,1 Y,Horiz (V-edge), 6.07,  NaN,  6.2,-21.7,0.0857,0.0857,0.0955,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.11383,,,, ,  3.307, 0.4143, 0.7346,  4.1
imatest_noise0.5_blur2.5.png,2022-06-21 00:11:26,1 Y,Horiz (V-edge), 5.77,  NaN, 22.9,-21.8,0.0822,0.0822,0.3263,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.39,MTF30,0.10916,,,, ,  2.881, 0.4198, 0.7374,  5.1
imatest_noise0.6_blur2.5.png,2022-06-21 00:11:27,1 Y,Horiz (V-edge), 4.82,  NaN, 17.9,-22.9,0.0897,0.0897,0.4363,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.29,MTF30,0.11538,,,, ,  3.650, 0.4317, 0.7391,  2.6
imatest_noise0.7_blur2.5.png,2022-06-21 00:11:27,1 Y,Horiz (V-edge), 5.55,  NaN, 10.0,-22.6,0.0893,0.0893,0.4433,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.43,MTF30,0.11679,,,, ,  3.019, 0.4345, 0.7478, 10.0
imatest_noise0.8_blur2.5.png,2022-06-21 00:11:27,1 Y,Horiz (V-edge), 5.10,  NaN, 10.4,-20.4,0.0870,0.0870,0.6596,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.11249,,,, ,  1.235, 0.4384, 0.7554,  9.0
imatest_noise0.9_blur2.5.png,2022-06-21 00:11:28,1 Y,Horiz (V-edge), 5.32,  NaN, 11.3,-24.4,0.0835,0.0835,0.8454,,, , ,7% left of ctr, ,,0.500,  NaN, 0.65,MTF30,0.1347,,,, , -0.470, 0.0000, 0.4552, 11.3
imatest_noise1.0_blur2.5.png,2022-06-21 00:11:28,1 Y,Horiz (V-edge), 3.72,  NaN, 57.3,-23.7,0.0929,0.0929,0.8543,,, , ,7% left of ctr, ,,0.500,  NaN, 1.26,MTF30,0.14037,,,, , -0.677, 0.0000, 0.4711, 32.7
imatest_noise0.0_blur3.0.png,2022-06-21 00:11:29,1 Y,Horiz (V-edge), 7.45,  NaN,  0.9,-22.3,0.0757,0.0757,0.0082,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.10147,,,, ,  2.894, 0.3943, 0.7287,  0.9
imatest_noise0.1_blur3.0.png,2022-06-21 00:11:30,1 Y,Horiz (V-edge), 7.35,  NaN,  2.3,-22.3,0.0752,0.0752,0.0422,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.07,MTF30,0.10022,,,, ,  3.588, 0.3979, 0.7289,  1.7
imatest_noise0.2_blur3.0.png,2022-06-21 00:11:30,1 Y,Horiz (V-edge), 7.60,  NaN, 10.2,-22.5,0.0748,0.0748,0.0293,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.10016,,,, ,  3.638, 0.4020, 0.7329,  1.7
imatest_noise0.3_blur3.0.png,2022-06-21 00:11:31,1 Y,Horiz (V-edge), 7.65,  NaN,  7.2,-22.3,0.0749,0.0749,0.1964,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.10038,,,, ,  3.313, 0.4073, 0.7353,  2.5
imatest_noise0.4_blur3.0.png,2022-06-21 00:11:31,1 Y,Horiz (V-edge), 6.18,  NaN, 40.0,-23.4,0.0747,0.0747,0.2403,,, , ,7% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.10097,,,, ,  4.941, 0.4178, 0.7386,  1.7
imatest_noise0.5_blur3.0.png,2022-06-21 00:11:31,1 Y,Horiz (V-edge), 7.80,  NaN,  4.7,-22.5,0.0753,0.0753,0.0789,,, , ,7% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.10164,,,, ,  6.102, 0.4244, 0.7436,  7.8
imatest_noise0.6_blur3.0.png,2022-06-21 00:11:32,1 Y,Horiz (V-edge), 6.68,  NaN, 19.0,-24.7,0.0738,0.0738,0.4190,,, , ,7% left of ctr, ,,0.500,  NaN, 0.20,MTF30,0.10358,,,, ,  2.425, 0.4288, 0.7614,  6.3
imatest_noise0.7_blur3.0.png,2022-06-21 00:11:33,1 Y,Horiz (V-edge), 7.21,  NaN, 37.0,-25.9,0.0681,0.0681,0.8434,,, , ,7% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.089504,,,, ,  2.644, 0.4469, 0.7517,  9.3
imatest_noise0.8_blur3.0.png,2022-06-21 00:11:33,1 Y,Horiz (V-edge),11.54,  NaN, 20.3,-23.7,0.0697,0.5189,0.6669,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.089609,,,, ,  1.247, 0.0000, 0.4484, -0.0
imatest_noise0.9_blur3.0.png,2022-06-21 00:11:34,1 Y,Horiz (V-edge), 5.33,  NaN, 17.9,-22.8,0.0654,1.1227,1.2879,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.75,MTF30,0.082259,,,, ,  2.387, 0.0000, 0.4543, 15.7
imatest_noise1.0_blur3.0.png,2022-06-21 00:11:34,1 Y,Horiz (V-edge), 6.05,  NaN, 22.4,-24.4,0.0631,0.0631,0.9035,,, , ,7.3% left of ctr, ,,0.500,  NaN, 0.88,MTF30,0.080135,,,, ,  2.143, 0.0000, 0.4791, 30.5
imatest_noise0.0_blur3.5.png,2022-06-21 00:11:35,1 Y,Horiz (V-edge), 8.25,  NaN,  2.0,-24.1,0.0695,0.0695,0.0070,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.089794,,,, ,  3.100, 0.3995, 0.7272,  2.5
imatest_noise0.1_blur3.5.png,2022-06-21 00:11:35,1 Y,Horiz (V-edge), 8.14,  NaN,  2.7,-24.2,0.0698,0.0698,0.0510,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.090344,,,, ,  3.050, 0.4041, 0.7274,  2.5
imatest_noise0.2_blur3.5.png,2022-06-21 00:11:36,1 Y,Horiz (V-edge), 7.92,  NaN,  4.2,-24.1,0.0704,0.0704,0.0439,,, , ,7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.091047,,,, ,  2.575, 0.4084, 0.7281,  2.6
imatest_noise0.3_blur3.5.png,2022-06-21 00:11:36,1 Y,Horiz (V-edge), 8.95,  NaN,  5.1,-23.9,0.0717,0.0717,0.0285,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.095611,,,, ,  0.138, 0.4139, 0.7287,  2.7
imatest_noise0.4_blur3.5.png,2022-06-21 00:11:37,1 Y,Horiz (V-edge), 7.31,  NaN,  5.9,-23.7,0.0723,0.0723,0.3795,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.36,MTF30,0.095548,,,, ,  3.013, 0.4164, 0.7259,  7.0
imatest_noise0.5_blur3.5.png,2022-06-21 00:11:37,1 Y,Horiz (V-edge), 7.36,  NaN,  6.0,-23.7,0.0724,0.0724,0.2479,,, , ,7% left of ctr, ,,0.500,  NaN, 0.13,MTF30,0.096211,,,, ,  3.332, 0.4328, 0.7331,  8.8
imatest_noise0.6_blur3.5.png,2022-06-21 00:11:38,1 Y,Horiz (V-edge), 6.38,  NaN, 19.2,-24.8,0.0694,0.0694,0.5864,,, , ,7% left of ctr, ,,0.500,  NaN, 0.47,MTF30,0.090225,,,, ,  3.956, 0.4333, 0.7343,  7.4
imatest_noise0.7_blur3.5.png,2022-06-21 00:11:38,1 Y,Horiz (V-edge), 7.43,  NaN, 25.5,-24.5,0.0683,0.0683,0.1356,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.24,MTF30,0.088286,,,, ,  2.087, 0.0000, 0.4433, 11.8
imatest_noise0.8_blur3.5.png,2022-06-21 00:11:39,1 Y,Horiz (V-edge), 5.52,  NaN, 17.8,-21.7,0.0728,0.0728,0.6114,,, , ,7% left of ctr, ,,0.500,  NaN, 1.31,MTF30,0.096159,,,, ,  2.106, 0.4501, 0.7350, 23.4
imatest_noise0.9_blur3.5.png,2022-06-21 00:11:39,1 Y,Horiz (V-edge), 7.36,  NaN, 21.9,-20.6,0.0671,0.0671,0.3959,,, , ,7.1% left of ctr, ,,0.500,  NaN, 1.12,MTF30,0.083243,,,, , -0.107, 0.0000, 0.4606, 19.3
imatest_noise1.0_blur3.5.png,2022-06-21 00:11:40,1 Y,Horiz (V-edge), 7.02,  NaN,214.0, 19.3,0.0841,0.8244,6.3325,,, , ,7.2% left of ctr, ,,0.500,  NaN,21.14,MTF30,NaN,,,, ,  0.056, 0.0000, 0.4587, 56.8
imatest_noise0.0_blur4.0.png,2022-06-21 00:11:40,1 Y,Horiz (V-edge), 9.00,  NaN,  3.7,-25.5,0.0650,0.0650,0.0090,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.084242,,,, ,  2.237, 0.4059, 0.7246,  3.5
imatest_noise0.1_blur4.0.png,2022-06-21 00:11:41,1 Y,Horiz (V-edge), 8.97,  NaN,  3.8,-25.4,0.0650,0.0650,0.0283,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.084173,,,, ,  3.787, 0.4092, 0.7247,  2.7
imatest_noise0.2_blur4.0.png,2022-06-21 00:11:41,1 Y,Horiz (V-edge), 9.03,  NaN,  3.0,-25.5,0.0657,0.0657,0.0700,,, , ,7% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.085215,,,, ,  4.012, 0.4150, 0.7274,  5.3
imatest_noise0.3_blur4.0.png,2022-06-21 00:11:42,1 Y,Horiz (V-edge), 7.71,  NaN,  8.5,-25.5,0.0666,0.0666,0.0957,,, , ,7% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.086674,,,, ,  2.375, 0.4206, 0.7293,  3.9
imatest_noise0.4_blur4.0.png,2022-06-21 00:11:42,1 Y,Horiz (V-edge), 9.75,  NaN, 15.2,-26.5,0.0637,0.0637,0.0249,,, , ,7% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.083323,,,, ,  0.257, 0.4277, 0.7304,  4.5
