File ,Date/time ,PH,ROI Ch,H/V,R10-90,R10-90C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
imatest_noise0.8_blur0.5.png,2022-06-21 00:11:05,  450,1 Y,Horiz (V-edge),  212,  NaN, 14.0, -6.0,  322,  314,0.436,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.39852,,,, ,  4.965, 0.4408, 0.7501, 10.3
imatest_noise0.9_blur0.5.png,2022-06-21 00:11:06,  450,1 Y,Horiz (V-edge),  211,  NaN, 26.2,-10.9,  230,  230,0.185,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.32522,,,, ,  4.199, 0.4582, 0.7513, 21.9
imatest_noise1.0_blur0.5.png,2022-06-21 00:11:06,  450,1 Y,Horiz (V-edge),  181,  NaN, 26.9, 15.0,  158,  147,0.830,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.46,MTF30,0.34831,,,, ,  3.713, 0.4644, 0.7672, 21.3
imatest_noise0.0_blur1.0.png,2022-06-21 00:11:07,  450,1 Y,Horiz (V-edge),  165,  NaN,  0.0,-22.1,  164,  164,0.012,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.24045,,,, ,  4.505, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur1.0.png,2022-06-21 00:11:07,  450,1 Y,Horiz (V-edge),  167,  NaN,  0.7,-21.8,  168,  168,0.025,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.23944,,,, ,  4.193, 0.3923, 0.7304,  0.5
imatest_noise0.2_blur1.0.png,2022-06-21 00:11:08,  450,1 Y,Horiz (V-edge),  165,  NaN,  1.7,-19.4,  165,  165,0.006,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.22656,,,, ,  4.255, 0.3984, 0.7315,  1.3
imatest_noise0.3_blur1.0.png,2022-06-21 00:11:08,  450,1 Y,Horiz (V-edge),  162,  NaN,  2.4,-20.7,  161,  161,0.037,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.22298,,,, ,  4.586, 0.4053, 0.7327,  3.4
imatest_noise0.4_blur1.0.png,2022-06-21 00:11:09,  450,1 Y,Horiz (V-edge),  158,  NaN,  6.9,-24.2,  165,  165,0.037,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.23628,,,, ,  4.536, 0.4159, 0.7364,  4.5
imatest_noise0.5_blur1.0.png,2022-06-21 00:11:09,  450,1 Y,Horiz (V-edge),  157,  NaN,  8.8,-18.6,  168,  168,0.086,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.22376,,,, ,  4.878, 0.4236, 0.7380,  4.4
imatest_noise0.6_blur1.0.png,2022-06-21 00:11:10,  450,1 Y,Horiz (V-edge),  141,  NaN, 10.2,-15.2,  164,  164,0.129,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.21005,,,, ,  4.449, 0.4287, 0.7430,  6.0
imatest_noise0.7_blur1.0.png,2022-06-21 00:11:10,  450,1 Y,Horiz (V-edge),  178,  NaN, 17.6,-23.5,  167,  167,0.507,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.89,MTF30,0.21229,,,, ,  3.525, 0.4335, 0.7464, 21.0
imatest_noise0.8_blur1.0.png,2022-06-21 00:11:11,  450,1 Y,Horiz (V-edge),  176,  NaN, 18.5, -9.5,  164,  164,0.591,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.69,MTF30,0.2014,,,, ,  4.517, 0.4469, 0.7463, 13.7
imatest_noise0.9_blur1.0.png,2022-06-21 00:11:11,  450,1 Y,Horiz (V-edge),  162,  NaN, 25.8,-16.7,  173,  172,0.318,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.63,MTF30,0.23619,,,, ,  2.575, 0.0000, 0.4550, 11.3
imatest_noise1.0_blur1.0.png,2022-06-21 00:11:12,  450,1 Y,Horiz (V-edge),  198,  NaN, 19.5, -1.3,  149,  144,1.059,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.19667,,,, ,  2.300, 0.0000, 0.4714, 16.9
imatest_noise0.0_blur1.5.png,2022-06-21 00:11:12,  450,1 Y,Horiz (V-edge),  114,  NaN,  0.0,-22.9,  117,  117,0.011,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.17202,,,, ,  4.218, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur1.5.png,2022-06-21 00:11:13,  450,1 Y,Horiz (V-edge),  114,  NaN,  1.0,-23.0,  118,  118,0.013,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.17336,,,, ,  3.844, 0.3922, 0.7301,  1.0
imatest_noise0.2_blur1.5.png,2022-06-21 00:11:14,  450,1 Y,Horiz (V-edge),  115,  NaN,  3.6,-21.0,  117,  117,0.033,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.16981,,,, ,  4.037, 0.3978, 0.7301,  1.2
imatest_noise0.3_blur1.5.png,2022-06-21 00:11:14,  450,1 Y,Horiz (V-edge),  111,  NaN,  3.6,-20.9,  117,  117,0.144,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.18,MTF30,0.1668,,,, ,  4.511, 0.4002, 0.7310,  3.3
imatest_noise0.4_blur1.5.png,2022-06-21 00:11:15,  450,1 Y,Horiz (V-edge),  116,  NaN,  8.3,-22.8,  112,  112,0.150,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.25,MTF30,0.17146,,,, ,  3.450, 0.4064, 0.7309,  4.5
imatest_noise0.5_blur1.5.png,2022-06-21 00:11:15,  450,1 Y,Horiz (V-edge),  116,  NaN, 10.1,-28.8,  115,  115,0.298,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.17507,,,, ,  4.561, 0.4159, 0.7358, 10.1
imatest_noise0.6_blur1.5.png,2022-06-21 00:11:16,  450,1 Y,Horiz (V-edge),  126,  NaN, 12.7,-23.3,  116,  116,0.317,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.58,MTF30,0.198,,,, ,  5.121, 0.4297, 0.7420,  8.7
imatest_noise0.7_blur1.5.png,2022-06-21 00:11:16,  450,1 Y,Horiz (V-edge),  119,  NaN, 14.5,-16.1,  134,  134,0.635,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.43,MTF30,0.17952,,,, ,  4.449, 0.4407, 0.7494,  7.3
imatest_noise0.8_blur1.5.png,2022-06-21 00:11:17,  450,1 Y,Horiz (V-edge),  174,  NaN, 18.1,-26.6,  123,  123,0.786,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.19166,,,, ,  4.006, 0.4464, 0.7645,  8.0
imatest_noise0.9_blur1.5.png,2022-06-21 00:11:17,  450,1 Y,Horiz (V-edge),  133,  NaN, 15.0,-21.5,  114,  114,0.665,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.87,MTF30,0.17898,,,, ,  5.090, 0.4682, 0.7552,  6.8
imatest_noise1.0_blur1.5.png,2022-06-21 00:11:18,  450,1 Y,Horiz (V-edge),   99,  NaN, 27.7,-19.6,  104,  621,1.266,,, , ,6.8% left of ctr, ,,0.500,  NaN, 3.94,MTF30,0.1622,,,, ,  3.937, 0.4897, 0.7652, -0.0
imatest_noise0.0_blur2.0.png,2022-06-21 00:11:18,  450,1 Y,Horiz (V-edge),   87,  NaN,  0.0,-23.4,   92,   92,0.004,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.13447,,,, ,  3.912, 0.3886, 0.7294,  0.0
imatest_noise0.1_blur2.0.png,2022-06-21 00:11:19,  450,1 Y,Horiz (V-edge),   88,  NaN,  1.3,-23.7,   92,   92,0.054,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.13547,,,, ,  4.635, 0.3931, 0.7304,  0.6
imatest_noise0.2_blur2.0.png,2022-06-21 00:11:19,  450,1 Y,Horiz (V-edge),   92,  NaN,  1.9,-23.7,   93,   93,0.108,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.13635,,,, ,  3.931, 0.3978, 0.7309,  2.2
imatest_noise0.3_blur2.0.png,2022-06-21 00:11:20,  450,1 Y,Horiz (V-edge),   99,  NaN,  3.0,-24.7,   96,   96,0.132,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.14774,,,, ,  4.112, 0.4054, 0.7314,  2.2
imatest_noise0.4_blur2.0.png,2022-06-21 00:11:20,  450,1 Y,Horiz (V-edge),  100,  NaN,  5.7,-23.4,  101,  101,0.268,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.14888,,,, ,  4.891, 0.4150, 0.7342,  4.5
imatest_noise0.5_blur2.0.png,2022-06-21 00:11:21,  450,1 Y,Horiz (V-edge),   96,  NaN, 12.4,-26.0,   96,   96,0.229,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.14694,,,, ,  4.841, 0.4200, 0.7343,  4.7
imatest_noise0.6_blur2.0.png,2022-06-21 00:11:21,  450,1 Y,Horiz (V-edge),  102,  NaN, 17.8,-24.4,   89,   89,0.265,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.51,MTF30,0.13969,,,, ,  4.611, 0.4264, 0.7361,  7.9
imatest_noise0.7_blur2.0.png,2022-06-21 00:11:22,  450,1 Y,Horiz (V-edge),   92,  NaN, 16.9,-22.7,   89,   89,0.170,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.64,MTF30,0.13475,,,, ,  4.853, 0.4414, 0.7391,  7.6
imatest_noise0.8_blur2.0.png,2022-06-21 00:11:22,  450,1 Y,Horiz (V-edge),   88,  NaN, 25.4,-25.5,   83,   83,0.293,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.70,MTF30,0.1345,,,, ,  4.959, 0.4574, 0.7480,  8.5
imatest_noise0.9_blur2.0.png,2022-06-21 00:11:23,  450,1 Y,Horiz (V-edge),  103,  NaN, 14.5,-22.2,   86,   86,0.969,,, , ,7% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.12926,,,, ,  3.025, 0.4726, 0.7545,  6.6
imatest_noise1.0_blur2.0.png,2022-06-21 00:11:23,  450,1 Y,Horiz (V-edge),   76,  NaN, 16.4,-20.3,   76,   76,0.569,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.1134,,,, ,  3.531, 0.0000, 0.4794, 16.9
imatest_noise0.0_blur2.5.png,2022-06-21 00:11:24,  450,1 Y,Horiz (V-edge),   71,  NaN,  0.3,-22.4,   77,   77,0.004,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.11605,,,, ,  3.887, 0.3904, 0.7294,  0.3
imatest_noise0.1_blur2.5.png,2022-06-21 00:11:24,  450,1 Y,Horiz (V-edge),   71,  NaN,  1.8,-22.5,   77,   77,0.043,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.01,MTF30,0.11588,,,, ,  3.232, 0.3945, 0.7294,  0.7
imatest_noise0.2_blur2.5.png,2022-06-21 00:11:25,  450,1 Y,Horiz (V-edge),   68,  NaN,  3.8,-22.2,   78,   78,0.024,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.11531,,,, ,  4.330, 0.3989, 0.7285,  1.4
imatest_noise0.3_blur2.5.png,2022-06-21 00:11:25,  450,1 Y,Horiz (V-edge),   67,  NaN,  5.2,-22.5,   77,   77,0.090,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.11417,,,, ,  3.769, 0.4057, 0.7323,  1.6
imatest_noise0.4_blur2.5.png,2022-06-21 00:11:26,  450,1 Y,Horiz (V-edge),   74,  NaN,  6.2,-21.7,   77,   77,0.095,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.11383,,,, ,  3.307, 0.4143, 0.7346,  4.1
imatest_noise0.5_blur2.5.png,2022-06-21 00:11:26,  450,1 Y,Horiz (V-edge),   78,  NaN, 22.9,-21.8,   74,   74,0.326,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.39,MTF30,0.10916,,,, ,  2.881, 0.4198, 0.7374,  5.1
imatest_noise0.6_blur2.5.png,2022-06-21 00:11:27,  450,1 Y,Horiz (V-edge),   93,  NaN, 17.9,-22.9,   81,   81,0.436,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.29,MTF30,0.11538,,,, ,  3.650, 0.4317, 0.7391,  2.6
imatest_noise0.7_blur2.5.png,2022-06-21 00:11:27,  450,1 Y,Horiz (V-edge),   81,  NaN, 10.0,-22.6,   80,   80,0.443,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.43,MTF30,0.11679,,,, ,  3.019, 0.4345, 0.7478, 10.0
imatest_noise0.8_blur2.5.png,2022-06-21 00:11:27,  450,1 Y,Horiz (V-edge),   88,  NaN, 10.4,-20.4,   78,   78,0.660,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.11249,,,, ,  1.235, 0.4384, 0.7554,  9.0
imatest_noise0.9_blur2.5.png,2022-06-21 00:11:28,  450,1 Y,Horiz (V-edge),   85,  NaN, 11.3,-24.4,   75,   75,0.845,,, , ,7% left of ctr, ,,0.500,  NaN, 0.65,MTF30,0.1347,,,, , -0.470, 0.0000, 0.4552, 11.3
imatest_noise1.0_blur2.5.png,2022-06-21 00:11:28,  450,1 Y,Horiz (V-edge),  121,  NaN, 57.3,-23.7,   84,   84,0.854,,, , ,7% left of ctr, ,,0.500,  NaN, 1.26,MTF30,0.14037,,,, , -0.677, 0.0000, 0.4711, 32.7
imatest_noise0.0_blur3.0.png,2022-06-21 00:11:29,  450,1 Y,Horiz (V-edge),   60,  NaN,  0.9,-22.3,   68,   68,0.008,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.10147,,,, ,  2.894, 0.3943, 0.7287,  0.9
imatest_noise0.1_blur3.0.png,2022-06-21 00:11:30,  450,1 Y,Horiz (V-edge),   61,  NaN,  2.3,-22.3,   68,   68,0.042,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.07,MTF30,0.10022,,,, ,  3.588, 0.3979, 0.7289,  1.7
imatest_noise0.2_blur3.0.png,2022-06-21 00:11:30,  450,1 Y,Horiz (V-edge),   59,  NaN, 10.2,-22.5,   67,   67,0.029,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.10016,,,, ,  3.638, 0.4020, 0.7329,  1.7
imatest_noise0.3_blur3.0.png,2022-06-21 00:11:31,  450,1 Y,Horiz (V-edge),   59,  NaN,  7.2,-22.3,   67,   67,0.196,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.10038,,,, ,  3.313, 0.4073, 0.7353,  2.5
imatest_noise0.4_blur3.0.png,2022-06-21 00:11:31,  450,1 Y,Horiz (V-edge),   73,  NaN, 40.0,-23.4,   67,   67,0.240,,, , ,7% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.10097,,,, ,  4.941, 0.4178, 0.7386,  1.7
imatest_noise0.5_blur3.0.png,2022-06-21 00:11:31,  450,1 Y,Horiz (V-edge),   58,  NaN,  4.7,-22.5,   68,   68,0.079,,, , ,7% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.10164,,,, ,  6.102, 0.4244, 0.7436,  7.8
imatest_noise0.6_blur3.0.png,2022-06-21 00:11:32,  450,1 Y,Horiz (V-edge),   67,  NaN, 19.0,-24.7,   66,   66,0.419,,, , ,7% left of ctr, ,,0.500,  NaN, 0.20,MTF30,0.10358,,,, ,  2.425, 0.4288, 0.7614,  6.3
imatest_noise0.7_blur3.0.png,2022-06-21 00:11:33,  450,1 Y,Horiz (V-edge),   62,  NaN, 37.0,-25.9,   61,   61,0.843,,, , ,7% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.089504,,,, ,  2.644, 0.4469, 0.7517,  9.3
imatest_noise0.8_blur3.0.png,2022-06-21 00:11:33,  450,1 Y,Horiz (V-edge),   39,  NaN, 20.3,-23.7,   63,  467,0.667,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.089609,,,, ,  1.247, 0.0000, 0.4484, -0.0
imatest_noise0.9_blur3.0.png,2022-06-21 00:11:34,  450,1 Y,Horiz (V-edge),   84,  NaN, 17.9,-22.8,   59, 1010,1.288,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.75,MTF30,0.082259,,,, ,  2.387, 0.0000, 0.4543, 15.7
imatest_noise1.0_blur3.0.png,2022-06-21 00:11:34,  450,1 Y,Horiz (V-edge),   74,  NaN, 22.4,-24.4,   57,   57,0.904,,, , ,7.3% left of ctr, ,,0.500,  NaN, 0.88,MTF30,0.080135,,,, ,  2.143, 0.0000, 0.4791, 30.5
imatest_noise0.0_blur3.5.png,2022-06-21 00:11:35,  450,1 Y,Horiz (V-edge),   55,  NaN,  2.0,-24.1,   63,   63,0.007,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.089794,,,, ,  3.100, 0.3995, 0.7272,  2.5
imatest_noise0.1_blur3.5.png,2022-06-21 00:11:35,  450,1 Y,Horiz (V-edge),   55,  NaN,  2.7,-24.2,   63,   63,0.051,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.090344,,,, ,  3.050, 0.4041, 0.7274,  2.5
imatest_noise0.2_blur3.5.png,2022-06-21 00:11:36,  450,1 Y,Horiz (V-edge),   57,  NaN,  4.2,-24.1,   63,   63,0.044,,, , ,7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.091047,,,, ,  2.575, 0.4084, 0.7281,  2.6
imatest_noise0.3_blur3.5.png,2022-06-21 00:11:36,  450,1 Y,Horiz (V-edge),   50,  NaN,  5.1,-23.9,   65,   65,0.028,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.095611,,,, ,  0.138, 0.4139, 0.7287,  2.7
imatest_noise0.4_blur3.5.png,2022-06-21 00:11:37,  450,1 Y,Horiz (V-edge),   62,  NaN,  5.9,-23.7,   65,   65,0.380,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.36,MTF30,0.095548,,,, ,  3.013, 0.4164, 0.7259,  7.0
imatest_noise0.5_blur3.5.png,2022-06-21 00:11:37,  450,1 Y,Horiz (V-edge),   61,  NaN,  6.0,-23.7,   65,   65,0.248,,, , ,7% left of ctr, ,,0.500,  NaN, 0.13,MTF30,0.096211,,,, ,  3.332, 0.4328, 0.7331,  8.8
imatest_noise0.6_blur3.5.png,2022-06-21 00:11:38,  450,1 Y,Horiz (V-edge),   70,  NaN, 19.2,-24.8,   62,   62,0.586,,, , ,7% left of ctr, ,,0.500,  NaN, 0.47,MTF30,0.090225,,,, ,  3.956, 0.4333, 0.7343,  7.4
imatest_noise0.7_blur3.5.png,2022-06-21 00:11:38,  450,1 Y,Horiz (V-edge),   61,  NaN, 25.5,-24.5,   61,   61,0.136,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.24,MTF30,0.088286,,,, ,  2.087, 0.0000, 0.4433, 11.8
imatest_noise0.8_blur3.5.png,2022-06-21 00:11:39,  450,1 Y,Horiz (V-edge),   81,  NaN, 17.8,-21.7,   66,   66,0.611,,, , ,7% left of ctr, ,,0.500,  NaN, 1.31,MTF30,0.096159,,,, ,  2.106, 0.4501, 0.7350, 23.4
imatest_noise0.9_blur3.5.png,2022-06-21 00:11:39,  450,1 Y,Horiz (V-edge),   61,  NaN, 21.9,-20.6,   60,   60,0.396,,, , ,7.1% left of ctr, ,,0.500,  NaN, 1.12,MTF30,0.083243,,,, , -0.107, 0.0000, 0.4606, 19.3
imatest_noise1.0_blur3.5.png,2022-06-21 00:11:40,  450,1 Y,Horiz (V-edge),   64,  NaN,214.0, 19.3,   76,  742,6.333,,, , ,7.2% left of ctr, ,,0.500,  NaN,21.14,MTF30,NaN,,,, ,  0.056, 0.0000, 0.4587, 56.8
imatest_noise0.0_blur4.0.png,2022-06-21 00:11:40,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.7,-25.5,   58,   58,0.009,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.084242,,,, ,  2.237, 0.4059, 0.7246,  3.5
imatest_noise0.1_blur4.0.png,2022-06-21 00:11:41,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.8,-25.4,   59,   59,0.028,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.084173,,,, ,  3.787, 0.4092, 0.7247,  2.7
imatest_noise0.2_blur4.0.png,2022-06-21 00:11:41,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.0,-25.5,   59,   59,0.070,,, , ,7% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.085215,,,, ,  4.012, 0.4150, 0.7274,  5.3
imatest_noise0.3_blur4.0.png,2022-06-21 00:11:42,  450,1 Y,Horiz (V-edge),   58,  NaN,  8.5,-25.5,   60,   60,0.096,,, , ,7% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.086674,,,, ,  2.375, 0.4206, 0.7293,  3.9
imatest_noise0.4_blur4.0.png,2022-06-21 00:11:42,  450,1 Y,Horiz (V-edge),   46,  NaN, 15.2,-26.5,   57,   57,0.025,,, , ,7% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.083323,,,, ,  0.257, 0.4277, 0.7304,  4.5
imatest_noise0.5_blur4.0.png,2022-06-21 00:11:43,  450,1 Y,Horiz (V-edge),   56,  NaN, 43.1,-26.6,   58,   58,0.291,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.084538,,,, , -1.736, 0.0000, 0.4302,  4.4
imatest_noise0.6_blur4.0.png,2022-06-21 00:11:43,  450,1 Y,Horiz (V-edge),   49,  NaN, 21.6,-27.7,   55,   55,0.494,,, , ,7% left of ctr, ,,0.500,  NaN, 0.57,MTF30,0.081825,,,, , -0.100, 0.0000, 0.4415,  9.4
imatest_noise0.7_blur4.0.png,2022-06-21 00:11:44,  450,1 Y,Horiz (V-edge),   53,  NaN, 33.2,-25.0,   57,   57,0.418,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.47,MTF30,0.080969,,,, ,  3.025, 0.0000, 0.4485,  6.8
imatest_noise0.8_blur4.0.png,2022-06-21 00:11:44,  450,1 Y,Horiz (V-edge),   53,  NaN, 37.9,-27.6,   54,   54,0.288,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.41,MTF30,0.079643,,,, ,  0.809, 0.0000, 0.4602, 10.7
imatest_noise0.9_blur4.0.png,2022-06-21 00:11:45,  450,1 Y,Horiz (V-edge),   60,  NaN, 44.2,-27.9,   53,   53,0.893,,, , ,7.2% left of ctr, ,,0.500,  NaN, 1.26,MTF30,0.07827,,,, ,  0.420, 0.0000, 0.4668, 10.1
imatest_noise1.0_blur4.0.png,2022-06-21 00:11:45,  450,1 Y,Horiz (V-edge),   53,  NaN, 44.4,-27.6,   56,  439,0.363,,, , ,7.3% left of ctr, ,,0.500,  NaN, 0.52,MTF30,0.082619,,,, ,  0.025, 0.0000, 0.4826, 19.9
imatest_noise0.0_blur4.5.png,2022-06-21 00:11:46,  450,1 Y,Horiz (V-edge),   47,  NaN,  5.9,-26.6,   56,   56,0.003,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.080568,,,, ,  2.625, 0.4128, 0.7212,  4.2
imatest_noise0.1_blur4.5.png,2022-06-21 00:11:46,  450,1 Y,Horiz (V-edge),   46,  NaN,  5.9,-26.4,   56,   56,0.053,,, , ,7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.080847,,,, ,  3.400, 0.4172, 0.7230,  4.4
imatest_noise0.2_blur4.5.png,2022-06-21 00:11:47,  450,1 Y,Horiz (V-edge),   48,  NaN, 10.0,-26.0,   56,   56,0.066,,, , ,7% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.081284,,,, ,  4.866, 0.4235, 0.7205,  3.9
imatest_noise0.3_blur4.5.png,2022-06-21 00:11:47,  450,1 Y,Horiz (V-edge),   50,  NaN,  7.2,-26.7,   56,   56,0.077,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.081954,,,, ,  2.763, 0.4315, 0.7239, 16.0
imatest_noise0.4_blur4.5.png,2022-06-21 00:11:48,  450,1 Y,Horiz (V-edge),   49,  NaN, 13.3,-26.6,   56,   56,0.225,,, , ,7% left of ctr, ,,0.500,  NaN, 0.13,MTF30,0.081169,,,, ,  3.369, 0.4396, 0.7265,  5.2
imatest_noise0.5_blur4.5.png,2022-06-21 00:11:48,  450,1 Y,Horiz (V-edge),   58,  NaN, 11.0,-26.4,   61,   61,0.380,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.089624,,,, ,  6.672, 0.0000, 0.4299, 13.2
imatest_noise0.6_blur4.5.png,2022-06-21 00:11:49,  450,1 Y,Horiz (V-edge),   47,  NaN, 35.9,-29.6,   58,   58,0.269,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.089156,,,, ,  2.706, 0.0000, 0.4472,  6.6
imatest_noise0.7_blur4.5.png,2022-06-21 00:11:49,  450,1 Y,Horiz (V-edge),   56,  NaN, 19.1,-25.8,   65,   65,0.670,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.10491,,,, ,  0.219, 0.0000, 0.4536,  9.2
imatest_noise0.8_blur4.5.png,2022-06-21 00:11:50,  450,1 Y,Horiz (V-edge),   49,  NaN, 13.1,-22.0,   59,  508,1.007,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.082239,,,, ,  1.849, 0.0000, 0.4520, 12.2
imatest_noise0.9_blur4.5.png,2022-06-21 00:11:50,  450,1 Y,Horiz (V-edge),   83,  NaN, 41.8,-25.6,   73,  780,1.558,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.25438,,,, , -1.078, 0.0000, 0.4845, 27.4
imatest_noise1.0_blur4.5.png,2022-06-21 00:11:51,  450,1 Y,Horiz (V-edge),   88,  NaN, 23.1,-24.2,   73,   73,0.056,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.47,MTF30,0.12935,,,, ,  1.993, 0.0000, 0.4851, 24.2
imatest_noise0.0_blur0.0.png,2022-06-21 00:15:54,  450,1 Y,Horiz (V-edge),  503,  NaN,  0.0, -3.4,  543,  543,0.636,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.75664,,,, ,  4.909, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur0.0.png,2022-06-21 00:15:56,  450,1 Y,Horiz (V-edge),  487,  NaN,  1.6, -3.8,  510,  510,0.595,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.75517,,,, ,  4.909, 0.3939, 0.7307,  1.2
imatest_noise0.2_blur0.0.png,2022-06-21 00:15:57,  450,1 Y,Horiz (V-edge),  472,  NaN,  3.2, -8.2,  460,  460,0.525,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.63199,,,, ,  4.934, 0.4010, 0.7326,  2.0
imatest_noise0.3_blur0.0.png,2022-06-21 00:15:57,  450,1 Y,Horiz (V-edge),  484,  NaN,  7.7, -9.9,  523,  523,0.579,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.88427,,,, ,  4.592, 0.4073, 0.7352,  3.0
